pay_run_id,employee_id,pay_date,gross_pay,federal_tax_withheld,state_tax_withheld,social_security_withheld,medicare_withheld,futa_withheld,suta_withheld,k401_contribution,garnishment_deduction,net_pay,journal_posted,is_injected_error,error_type
PR001140,EMP0067,2026-08-23,3665.62,549.84,0.0,227.27,53.15,0.0,0.0,230.93,0.0,2604.43,True,False,none
PR001141,EMP0067,2026-09-06,3416.89,512.53,0.0,211.85,49.54,0.0,0.0,215.26,0.0,2427.71,True,False,none
PR001142,EMP0068,2026-04-05,1307.13,196.07,65.36,81.04,18.95,7.84,35.29,40.52,0.0,905.19,True,False,none
PR001143,EMP0068,2026-04-19,1331.29,199.69,66.56,82.54,19.3,7.99,35.94,41.27,0.0,921.93,True,False,none
PR001144,EMP0068,2026-05-03,1329.09,199.36,66.45,82.4,19.27,7.97,35.89,41.2,0.0,920.41,True,False,none
PR001145,EMP0068,2026-05-17,1327.51,199.13,66.38,82.31,19.25,7.97,35.84,41.15,0.0,919.29,True,False,none
PR001146,EMP0068,2026-05-31,1398.25,209.74,69.91,86.69,20.27,8.39,37.75,43.35,0.0,968.29,True,False,none
PR001147,EMP0068,2026-06-14,1327.78,199.17,66.39,82.32,19.25,1.84,35.85,41.16,0.0,919.49,True,False,none
PR001148,EMP0068,2026-06-28,1330.19,199.53,66.51,82.47,19.29,0.0,26.43,41.24,0.0,921.15,True,False,none
PR001149,EMP0068,2026-07-12,1382.49,207.37,69.12,85.71,20.05,0.0,0.0,42.86,0.0,957.38,True,False,none
PR001150,EMP0068,2026-07-26,1349.26,202.39,67.46,83.65,19.56,0.0,0.0,41.83,0.0,934.37,True,False,none
PR001151,EMP0068,2026-08-09,1384.35,207.65,69.22,85.83,20.07,0.0,0.0,42.91,0.0,958.67,True,False,none
PR001152,EMP0068,2026-08-23,1308.02,196.2,65.4,81.1,18.97,0.0,0.0,40.55,0.0,905.8,True,False,none
PR001153,EMP0068,2026-09-06,1353.32,203.0,67.67,83.91,19.62,0.0,0.0,41.95,0.0,937.17,True,False,none
PR001154,EMP0069,2026-04-05,1330.02,199.5,66.5,82.46,19.29,7.98,35.91,111.72,0.0,850.55,True,False,none
PR001155,EMP0069,2026-04-19,1333.2,199.98,66.66,82.66,19.33,8.0,36.0,111.99,0.0,852.58,True,False,none
PR001156,EMP0069,2026-05-03,1425.5,213.82,71.28,88.38,20.67,8.55,38.49,119.74,0.0,911.61,True,False,none
PR001157,EMP0069,2026-05-17,1341.58,201.24,67.08,83.18,19.45,8.05,36.22,112.69,0.0,857.94,True,False,none
PR001158,EMP0069,2026-05-31,1384.59,207.69,69.23,85.84,20.08,8.31,37.38,116.31,0.0,885.44,True,False,none
PR001159,EMP0069,2026-06-14,1371.31,205.7,68.57,85.02,19.88,1.11,37.03,115.19,0.0,876.95,True,False,none
PR001160,EMP0069,2026-06-28,1364.34,204.65,68.22,84.59,19.78,0.0,21.97,114.6,0.0,872.5,True,False,none
PR001161,EMP0069,2026-07-12,1424.78,213.72,71.24,88.34,20.66,0.0,0.0,119.68,0.0,911.14,True,False,none
PR001162,EMP0069,2026-07-26,1328.73,199.31,66.44,82.38,19.27,0.0,0.0,111.61,0.0,1065.67,True,True,net_pay_mismatch
PR001163,EMP0069,2026-08-09,1431.73,214.76,71.59,88.77,20.76,0.0,0.0,120.27,0.0,915.58,True,False,none
PR001164,EMP0069,2026-08-23,1387.62,208.14,69.38,86.03,20.12,0.0,0.0,116.56,0.0,887.39,True,False,none
PR001165,EMP0069,2026-09-06,1428.82,214.32,71.44,88.59,20.72,0.0,0.0,120.02,0.0,913.73,True,False,none
PR001166,EMP0070,2026-04-05,2529.96,379.49,75.9,156.86,36.68,15.18,68.31,0.0,0.0,1881.03,True,False,none
PR001167,EMP0070,2026-04-19,2606.11,390.92,78.18,161.58,37.79,15.64,70.36,0.0,0.0,1937.64,True,False,none
PR001168,EMP0070,2026-05-03,2573.15,385.97,77.19,159.54,37.31,11.18,69.48,0.0,0.0,1913.14,True,False,none
PR001169,EMP0070,2026-05-17,2670.93,400.64,80.13,165.6,38.73,0.0,34.85,0.0,0.0,1985.83,True,False,none
PR001170,EMP0070,2026-05-31,2722.97,408.45,81.69,168.82,39.48,0.0,0.0,0.0,0.0,2024.53,True,False,none
PR001171,EMP0070,2026-06-14,2572.4,385.86,77.17,159.49,37.3,0.0,0.0,0.0,0.0,1912.58,True,False,none
PR001172,EMP0070,2026-06-28,2655.01,398.25,79.65,164.61,38.5,0.0,0.0,0.0,0.0,1974.0,True,False,none
PR001173,EMP0070,2026-07-12,2560.26,384.04,76.81,158.74,37.12,0.0,0.0,0.0,0.0,1903.55,True,False,none
PR001174,EMP0070,2026-07-26,2636.55,395.48,79.1,163.47,38.23,0.0,0.0,0.0,0.0,1960.27,True,False,none
PR001175,EMP0070,2026-08-09,2615.49,392.32,78.46,162.16,37.92,0.0,0.0,0.0,0.0,1944.63,True,False,none
PR001176,EMP0070,2026-08-23,2721.04,408.16,81.63,168.7,39.46,0.0,0.0,0.0,0.0,2023.09,True,False,none
PR001177,EMP0070,2026-09-06,2645.53,396.83,79.37,164.02,38.36,0.0,0.0,0.0,0.0,1966.95,True,False,none
PR001178,EMP0071,2026-03-29,1717.04,257.56,85.85,106.46,24.9,10.3,46.36,0.0,0.0,1242.27,True,False,none
PR001179,EMP0071,2026-04-05,1684.64,252.7,84.23,104.45,24.43,10.11,45.49,0.0,0.0,1218.83,True,False,none
PR001180,EMP0071,2026-04-12,1689.75,253.46,84.49,104.76,24.5,10.14,45.62,0.0,0.0,1222.54,True,False,none
PR001181,EMP0071,2026-04-19,1699.94,254.99,85.0,105.4,24.65,10.2,45.9,0.0,0.0,1229.9,True,False,none
PR001182,EMP0071,2026-04-26,1703.48,255.52,85.17,105.62,24.7,1.25,45.99,0.0,0.0,1232.47,True,False,none
PR001183,EMP0071,2026-05-03,1786.01,267.9,89.3,110.73,25.9,0.0,13.64,0.0,0.0,1292.18,True,False,none
PR001184,EMP0071,2026-05-10,1746.18,261.93,87.31,108.26,25.32,0.0,0.0,0.0,0.0,1263.36,True,False,none
PR001185,EMP0071,2026-05-17,1740.97,261.15,87.05,107.94,25.24,0.0,0.0,0.0,0.0,1259.59,True,False,none
PR001186,EMP0071,2026-05-24,1684.73,252.71,84.24,104.45,24.43,0.0,0.0,0.0,0.0,1218.9,True,False,none
PR001187,EMP0071,2026-05-31,1787.32,268.1,89.37,110.81,25.92,0.0,0.0,0.0,0.0,1293.12,True,False,none
PR001188,EMP0071,2026-06-07,1768.42,265.26,88.42,109.64,25.64,0.0,0.0,0.0,0.0,1279.46,True,False,none
PR001189,EMP0071,2026-06-14,1678.25,251.74,83.91,104.05,24.33,0.0,0.0,0.0,0.0,1214.22,True,False,none
PR001190,EMP0071,2026-06-21,1766.36,264.95,88.32,109.51,25.61,0.0,0.0,0.0,0.0,1277.97,True,False,none
PR001191,EMP0071,2026-06-28,1743.75,261.56,87.19,108.11,25.28,0.0,0.0,0.0,0.0,1261.61,True,False,none
PR001192,EMP0071,2026-07-05,1680.18,252.03,84.01,104.17,24.36,0.0,0.0,0.0,0.0,1215.61,True,False,none
PR001193,EMP0071,2026-07-12,1732.01,259.8,86.6,107.38,25.11,0.0,0.0,0.0,0.0,1253.12,True,False,none
PR001194,EMP0071,2026-07-19,1735.65,260.35,86.78,107.61,25.17,0.0,0.0,0.0,0.0,1255.74,True,False,none
PR001195,EMP0071,2026-07-26,1691.75,253.76,84.59,104.89,24.53,0.0,0.0,0.0,0.0,1223.98,True,False,none
PR001196,EMP0071,2026-08-02,1799.1,269.86,89.95,111.54,26.09,0.0,0.0,0.0,0.0,1301.66,True,False,none
PR001197,EMP0071,2026-08-09,1785.93,267.89,89.3,110.73,25.9,0.0,0.0,0.0,0.0,1292.11,True,False,none
PR001198,EMP0071,2026-08-16,1761.02,264.15,88.05,109.18,25.53,0.0,0.0,0.0,0.0,1274.11,True,False,none
PR001199,EMP0071,2026-08-23,1732.56,259.88,86.63,107.42,25.12,0.0,0.0,0.0,0.0,1253.51,True,False,none
PR001200,EMP0071,2026-08-30,1725.61,258.84,86.28,106.99,25.02,0.0,0.0,0.0,0.0,1248.48,True,False,none
PR001201,EMP0071,2026-09-06,1758.53,263.78,87.93,109.03,25.5,0.0,0.0,0.0,0.0,1272.29,True,False,none
PR001202,EMP0071,2026-09-13,1744.01,261.6,87.2,108.13,25.29,0.0,0.0,0.0,0.0,1261.79,True,False,none
PR001203,EMP0072,2026-03-31,5466.2,819.93,218.65,338.9,79.26,32.8,147.59,245.98,0.0,3763.48,True,False,none
PR001204,EMP0072,2026-04-15,5668.13,850.22,226.73,351.42,82.19,9.2,95.41,0.0,0.0,3902.5,True,True,missing_401k
PR001205,EMP0072,2026-04-30,5799.95,869.99,232.0,359.6,84.1,0.0,0.0,261.0,0.0,3993.26,True,False,none
PR001206,EMP0072,2026-05-15,5644.24,846.64,225.77,349.94,81.84,0.0,0.0,253.99,0.0,3886.06,True,False,none
PR001207,EMP0072,2026-05-31,5461.57,819.24,218.46,338.62,79.19,0.0,0.0,245.77,0.0,3760.29,True,False,none
PR001208,EMP0072,2026-06-15,5790.92,868.64,231.64,359.04,83.97,0.0,0.0,260.59,0.0,3987.04,True,False,none
PR001209,EMP0072,2026-06-30,5528.58,829.29,221.14,342.77,80.16,0.0,0.0,248.79,0.0,3806.43,True,False,none
PR001210,EMP0072,2026-07-15,5554.26,833.14,222.17,344.36,80.54,0.0,0.0,249.94,0.0,3824.11,True,False,none
PR001211,EMP0072,2026-07-31,5512.14,826.82,220.49,341.75,79.93,0.0,0.0,248.05,0.0,3795.1,True,False,none
PR001212,EMP0072,2026-08-15,5586.37,837.96,223.45,346.35,81.0,0.0,0.0,251.39,0.0,3846.22,True,False,none
PR001213,EMP0072,2026-08-31,5777.68,866.65,231.11,358.22,83.78,0.0,0.0,260.0,0.0,3977.92,True,False,none
PR001214,EMP0073,2026-03-31,3303.27,495.49,165.16,204.8,47.9,19.82,89.19,0.0,0.0,2389.92,True,False,none
PR001215,EMP0073,2026-04-15,3221.11,483.17,161.06,199.71,46.71,19.33,86.97,0.0,0.0,2330.46,True,False,none
PR001216,EMP0073,2026-04-30,3396.91,509.54,169.85,210.61,49.26,2.85,66.84,0.0,0.0,2457.65,True,False,none
PR001217,EMP0073,2026-05-15,3397.37,509.61,169.87,210.64,49.26,0.0,0.0,0.0,0.0,2457.99,True,False,none
PR001218,EMP0073,2026-05-31,3395.02,509.25,169.75,210.49,49.23,0.0,0.0,0.0,0.0,2456.3,True,False,none
PR001219,EMP0073,2026-06-15,3229.97,484.5,161.5,200.26,46.83,0.0,0.0,0.0,0.0,2336.88,True,False,none
PR001220,EMP0073,2026-06-30,3285.47,492.82,164.27,203.7,47.64,0.0,0.0,0.0,0.0,2377.04,True,False,none
PR001221,EMP0073,2026-07-15,3424.91,513.74,171.25,212.34,49.66,0.0,0.0,0.0,0.0,2477.92,True,False,none
PR001222,EMP0073,2026-07-31,3369.27,505.39,168.46,208.89,48.85,0.0,0.0,0.0,0.0,2437.68,True,False,none
PR001223,EMP0073,2026-08-15,3174.68,476.2,158.73,196.83,46.03,0.0,0.0,0.0,0.0,2296.89,True,False,none
PR001224,EMP0073,2026-08-31,3184.62,477.69,159.23,197.45,46.18,0.0,0.0,0.0,0.0,2304.07,True,False,none
PR001225,EMP0074,2026-03-31,4925.52,738.83,147.77,305.38,71.42,29.55,132.99,211.8,0.0,3450.32,True,False,none
PR001226,EMP0074,2026-04-15,5099.74,764.96,152.99,316.18,73.95,12.45,110.01,219.29,0.0,3572.37,True,False,none
PR001227,EMP0074,2026-04-30,4954.77,743.22,148.64,307.2,71.84,0.0,0.0,213.06,0.0,3470.81,True,False,none
PR001228,EMP0074,2026-05-15,4938.77,740.82,148.16,306.2,71.61,0.0,0.0,212.37,0.0,3459.61,True,False,none
PR001229,EMP0074,2026-05-31,4785.27,717.79,143.56,296.69,69.39,0.0,0.0,205.77,0.0,3352.07,True,False,none
PR001230,EMP0074,2026-06-15,5000.97,750.15,150.03,310.06,72.51,0.0,0.0,215.04,0.0,3503.18,True,False,none
PR001231,EMP0074,2026-06-30,5065.65,759.85,151.97,314.07,73.45,0.0,0.0,217.82,0.0,3548.49,True,False,none
PR001232,EMP0074,2026-07-15,4892.84,733.93,146.79,303.36,70.95,0.0,0.0,210.39,0.0,3427.42,True,False,none
PR001233,EMP0074,2026-07-31,5047.46,757.12,333.12,312.94,73.19,0.0,0.0,217.04,0.0,3535.75,True,True,tax_miscalculation
PR001234,EMP0074,2026-08-15,5121.36,768.2,153.64,317.52,74.26,0.0,0.0,220.22,0.0,3587.52,True,False,none
PR001235,EMP0074,2026-08-31,4823.72,723.56,144.71,299.07,69.94,0.0,0.0,207.42,0.0,3379.02,True,False,none
PR001236,EMP0075,2026-03-31,1715.9,257.38,68.64,106.39,24.88,10.3,46.33,84.08,0.0,1174.53,True,False,none
PR001237,EMP0075,2026-04-15,1683.86,252.58,67.35,104.4,24.42,10.1,45.46,82.51,0.0,1152.6,True,False,none
PR001238,EMP0075,2026-04-30,1752.47,262.87,70.1,108.65,25.41,10.51,47.32,85.87,0.0,1199.57,True,False,none
PR001239,EMP0075,2026-05-15,1723.26,258.49,68.93,106.84,24.99,10.34,46.53,84.44,0.0,1179.57,True,False,none
PR001240,EMP0075,2026-05-31,1731.0,259.65,69.24,107.32,25.1,0.75,46.74,84.82,0.0,1184.87,True,False,none
PR001241,EMP0075,2026-06-15,1753.15,262.97,70.13,108.7,25.42,0.0,10.62,85.9,0.0,1200.03,True,False,none
PR001242,EMP0075,2026-06-30,1698.63,254.79,67.95,105.32,24.63,0.0,0.0,83.23,0.0,1162.71,True,False,none
PR001243,EMP0075,2026-07-15,1769.05,265.36,70.76,109.68,25.65,0.0,0.0,86.68,0.0,1210.92,True,False,none
PR001244,EMP0075,2026-07-31,1717.22,257.58,68.69,106.47,24.9,0.0,0.0,84.14,0.0,1175.44,True,False,none
PR001245,EMP0075,2026-08-15,1666.34,249.95,66.65,103.31,24.16,0.0,0.0,81.65,0.0,1140.62,True,False,none
PR001246,EMP0075,2026-08-31,1739.31,260.9,69.57,107.84,25.22,0.0,0.0,85.23,0.0,1190.55,True,False,none
PR001247,EMP0076,2026-03-31,2162.43,324.36,108.12,134.07,31.36,12.97,58.39,0.0,0.0,1564.52,True,False,none
PR001248,EMP0076,2026-04-15,2082.67,312.4,104.13,129.13,30.2,12.5,56.23,0.0,0.0,1506.81,True,False,none
PR001249,EMP0076,2026-04-30,2173.13,325.97,108.66,134.73,31.51,13.04,58.67,0.0,0.0,1572.26,True,False,none
PR001250,EMP0076,2026-05-15,2181.33,327.2,109.07,135.24,31.63,3.49,58.9,0.0,0.0,1578.19,True,False,none
PR001251,EMP0076,2026-05-31,2076.0,311.4,103.8,128.71,30.1,0.0,10.81,0.0,0.0,1501.99,True,False,none
PR001252,EMP0076,2026-06-15,2194.28,329.14,109.71,136.05,31.82,0.0,0.0,0.0,0.0,1587.56,True,False,none
PR001253,EMP0076,2026-06-30,2053.2,307.98,102.66,127.3,29.77,0.0,0.0,0.0,0.0,1485.49,True,False,none
PR001254,EMP0076,2026-07-15,2063.46,309.52,103.17,127.93,29.92,0.0,0.0,0.0,0.0,1492.92,True,False,none
PR001255,EMP0076,2026-07-31,2060.48,309.07,103.02,127.75,29.88,0.0,0.0,0.0,0.0,1490.76,True,False,none
PR001256,EMP0076,2026-08-15,2179.29,326.89,108.96,135.12,31.6,0.0,0.0,0.0,0.0,1576.72,True,False,none
PR001257,EMP0076,2026-08-31,2139.17,320.88,106.96,132.63,31.02,0.0,0.0,0.0,0.0,1547.68,True,False,none
PR001258,EMP0077,2026-03-29,2588.69,388.3,155.32,160.5,37.54,15.53,69.89,261.46,0.0,1585.57,True,False,none
PR001259,EMP0077,2026-04-05,2649.46,397.42,158.97,164.27,38.42,15.9,71.54,267.6,0.0,1622.78,True,False,none
PR001260,EMP0077,2026-04-12,2686.36,402.95,161.18,166.55,38.95,10.57,72.53,271.32,0.0,1645.41,True,False,none
PR001261,EMP0077,2026-04-19,2574.22,386.13,154.45,159.6,37.33,0.0,29.04,260.0,0.0,1576.71,True,False,none
PR001262,EMP0077,2026-04-26,2742.68,411.4,164.56,170.05,39.77,0.0,0.0,277.01,0.0,1679.89,True,False,none
PR001263,EMP0077,2026-05-03,2726.06,408.91,163.56,169.02,39.53,0.0,0.0,275.33,0.0,1669.71,True,False,none
PR001264,EMP0077,2026-05-10,2663.14,399.47,159.79,165.11,38.62,0.0,0.0,268.98,0.0,1631.17,True,False,none
PR001265,EMP0077,2026-05-17,2760.54,414.08,165.63,171.15,40.03,0.0,0.0,0.0,0.0,1690.84,True,True,missing_401k
PR001266,EMP0077,2026-05-24,2644.71,396.71,158.68,163.97,38.35,0.0,0.0,267.12,0.0,1619.88,True,False,none
PR001267,EMP0077,2026-05-31,2764.12,414.62,165.85,171.38,40.08,0.0,0.0,279.18,0.0,1693.01,True,False,none
PR001268,EMP0077,2026-06-07,2697.45,404.62,161.85,167.24,39.11,0.0,0.0,272.44,0.0,1652.19,True,False,none
PR001269,EMP0077,2026-06-14,2690.44,403.57,161.43,166.81,39.01,0.0,0.0,271.73,0.0,1647.89,True,False,none
PR001270,EMP0077,2026-06-21,2591.61,388.74,155.5,160.68,37.58,0.0,0.0,261.75,0.0,1587.36,True,False,none
PR001271,EMP0077,2026-06-28,2742.58,411.39,164.55,170.04,39.77,0.0,0.0,277.0,0.0,1679.83,False,True,late_journal_posting
PR001272,EMP0077,2026-07-05,2646.76,397.01,158.81,164.1,38.38,0.0,0.0,267.32,0.0,1621.14,True,False,none
PR001273,EMP0077,2026-07-12,2590.83,388.62,155.45,160.63,37.57,0.0,0.0,261.67,0.0,1586.89,True,False,none
PR001274,EMP0077,2026-07-19,2559.28,383.89,153.56,158.68,37.11,0.0,0.0,258.49,0.0,1567.55,True,False,none
PR001275,EMP0077,2026-07-26,2674.65,401.2,160.48,165.83,38.78,0.0,0.0,270.14,0.0,1638.22,True,False,none
PR001276,EMP0077,2026-08-02,2667.82,400.17,160.07,165.4,38.68,0.0,0.0,269.45,0.0,1634.05,True,False,none
PR001277,EMP0077,2026-08-09,2708.3,406.25,162.5,167.91,39.27,0.0,0.0,273.54,0.0,1658.83,True,False,none
PR001278,EMP0077,2026-08-16,2744.33,411.65,164.66,170.15,39.79,0.0,0.0,277.18,0.0,1680.9,True,False,none
PR001279,EMP0077,2026-08-23,2573.36,386.0,154.4,159.55,37.31,0.0,0.0,259.91,0.0,1576.19,True,False,none
PR001280,EMP0077,2026-08-30,2710.86,406.63,162.65,168.07,39.31,0.0,0.0,273.8,0.0,1660.4,True,False,none
PR001281,EMP0077,2026-09-06,2596.14,389.42,155.77,160.96,37.64,0.0,0.0,262.21,0.0,1590.14,True,False,none
PR001282,EMP0077,2026-09-13,2737.57,410.64,164.25,169.73,39.69,0.0,0.0,276.49,0.0,1676.77,True,False,none
PR001283,EMP0078,2026-03-31,4468.92,670.34,0.0,277.07,64.8,26.81,120.66,0.0,0.0,3456.71,True,False,none
PR001284,EMP0078,2026-04-15,4372.85,655.93,0.0,271.12,63.41,15.19,118.07,0.0,0.0,3382.39,True,False,none
PR001285,EMP0078,2026-04-30,4431.35,664.7,0.0,274.74,64.25,0.0,4.27,0.0,0.0,3427.66,True,False,none
PR001286,EMP0078,2026-05-15,4294.67,644.2,0.0,266.27,62.27,0.0,0.0,0.0,0.0,3321.93,True,False,none
PR001287,EMP0078,2026-05-31,4348.81,652.32,0.0,269.63,63.06,0.0,0.0,0.0,0.0,3363.8,True,False,none
PR001288,EMP0078,2026-06-15,4469.81,670.47,0.0,277.13,64.81,0.0,0.0,0.0,0.0,3457.4,True,False,none
PR001289,EMP0078,2026-06-30,4344.7,651.7,0.0,269.37,63.0,0.0,0.0,0.0,0.0,3360.63,True,False,none
PR001290,EMP0078,2026-07-15,4309.67,646.45,0.0,267.2,62.49,0.0,0.0,0.0,0.0,3333.53,True,False,none
PR001291,EMP0078,2026-07-31,4356.77,653.52,0.0,270.12,63.17,0.0,0.0,0.0,0.0,3369.96,True,False,none
PR001292,EMP0078,2026-08-15,4472.09,670.81,0.0,277.27,64.85,0.0,0.0,0.0,0.0,3459.16,True,False,none
PR001293,EMP0078,2026-08-31,4301.87,645.28,0.0,266.72,62.38,0.0,0.0,0.0,0.0,3327.49,True,False,none
PR001294,EMP0079,2026-04-05,4937.48,740.62,0.0,306.12,71.59,29.62,133.31,493.75,1944.12,1381.28,True,False,none
PR001295,EMP0079,2026-04-19,5199.32,779.9,0.0,322.36,75.39,12.38,109.69,519.93,1014.54,2487.2,True,False,none
PR001296,EMP0079,2026-05-03,4964.02,744.6,0.0,307.77,71.98,0.0,0.0,496.4,1035.28,2307.99,True,False,none
PR001297,EMP0079,2026-05-17,5007.41,751.11,0.0,310.46,72.61,0.0,0.0,500.74,1545.99,1826.5,True,False,none
PR001298,EMP0079,2026-05-31,5168.35,775.25,0.0,320.44,74.94,0.0,0.0,516.84,1932.83,1548.05,True,False,none
PR001299,EMP0079,2026-06-14,5117.0,767.55,0.0,317.25,74.2,0.0,0.0,511.7,1416.95,2029.35,True,False,none
PR001300,EMP0079,2026-06-28,5205.53,780.83,0.0,322.74,75.48,0.0,0.0,520.55,1642.56,1863.37,True,False,none
PR001301,EMP0079,2026-07-12,5260.8,789.12,0.0,326.17,76.28,0.0,0.0,526.08,1938.34,1604.81,True,False,none
PR001302,EMP0079,2026-07-26,4918.41,737.76,0.0,304.94,71.32,0.0,0.0,491.84,1879.35,1433.2,True,False,none
PR001303,EMP0079,2026-08-09,4998.24,749.74,0.0,309.89,72.47,0.0,0.0,499.82,1926.33,1439.99,True,False,none
PR001304,EMP0079,2026-08-23,4895.68,734.35,0.0,303.53,70.99,0.0,0.0,489.57,1073.37,2223.87,True,False,none
PR001305,EMP0079,2026-09-06,5211.27,781.69,0.0,323.1,75.56,0.0,0.0,521.13,1231.11,2278.68,True,False,none
PR001306,EMP0080,2026-03-31,2293.52,344.03,0.0,142.2,33.26,13.76,61.93,249.99,0.0,1524.04,True,False,none
PR001307,EMP0080,2026-04-15,2194.83,329.22,0.0,136.08,31.83,13.17,59.26,239.24,0.0,1458.46,True,False,none
PR001308,EMP0080,2026-04-30,2259.17,338.88,0.0,140.07,32.76,13.56,61.0,246.25,0.0,1501.21,True,False,none
PR001309,EMP0080,2026-05-15,2268.24,340.24,0.0,140.63,32.89,1.51,60.82,247.24,0.0,1507.24,True,False,none
PR001310,EMP0080,2026-05-31,2236.12,335.42,0.0,138.64,32.42,0.0,0.0,243.74,0.0,1485.9,True,False,none
PR001311,EMP0080,2026-06-15,2199.44,329.92,0.0,68.19,31.89,0.0,0.0,239.74,0.0,1461.52,True,True,tax_miscalculation
PR001312,EMP0080,2026-06-30,2183.04,327.46,0.0,135.35,31.65,0.0,0.0,237.95,0.0,1450.63,True,False,none
PR001313,EMP0080,2026-07-15,2151.29,322.69,0.0,133.38,31.19,0.0,0.0,234.49,0.0,1429.54,True,False,none
PR001314,EMP0080,2026-07-31,2199.2,329.88,0.0,136.35,31.89,0.0,0.0,239.71,0.0,1461.37,True,False,none
PR001315,EMP0080,2026-08-15,2260.99,339.15,0.0,140.18,32.78,0.0,0.0,246.45,0.0,1217.85,True,True,net_pay_mismatch
PR001316,EMP0080,2026-08-31,2299.57,344.94,0.0,142.57,33.34,0.0,0.0,250.65,0.0,1528.07,True,True,tax_miscalculation
PR001317,EMP0081,2026-04-05,3686.67,553.0,0.0,228.57,53.46,22.12,99.54,0.0,0.0,2851.64,True,False,none
PR001318,EMP0081,2026-04-19,3693.07,553.96,0.0,228.97,53.55,19.88,99.71,0.0,0.0,2856.59,True,False,none
PR001319,EMP0081,2026-05-03,3657.77,548.67,0.0,226.78,53.04,0.0,43.75,0.0,0.0,2829.28,True,False,none
PR001320,EMP0081,2026-05-17,3542.03,531.3,0.0,219.61,51.36,0.0,0.0,0.0,0.0,2739.76,True,False,none
PR001321,EMP0081,2026-05-31,3727.03,559.05,0.0,231.08,54.04,0.0,0.0,0.0,0.0,2882.86,True,False,none
PR001322,EMP0081,2026-06-14,3659.41,548.91,0.0,226.88,53.06,0.0,0.0,0.0,0.0,2830.56,True,False,none
PR001323,EMP0081,2026-06-28,3627.87,544.18,0.0,224.93,52.6,0.0,0.0,0.0,0.0,2806.16,True,False,none
PR001324,EMP0081,2026-07-12,3499.33,524.9,0.0,216.96,50.74,0.0,0.0,0.0,0.0,2706.73,True,False,none
PR001325,EMP0081,2026-07-26,3595.44,539.32,0.0,222.92,52.13,0.0,0.0,0.0,0.0,2781.07,True,False,none
PR001326,EMP0081,2026-08-09,3599.24,539.89,0.0,223.15,52.19,0.0,0.0,0.0,0.0,2784.01,True,False,none
PR001327,EMP0081,2026-08-23,3714.84,557.23,0.0,230.32,53.87,0.0,0.0,0.0,0.0,2873.42,True,False,none
PR001328,EMP0081,2026-09-06,3623.92,543.59,0.0,224.68,52.55,0.0,0.0,0.0,0.0,2803.1,True,False,none
PR001329,EMP0082,2026-03-29,2371.04,355.66,0.0,147.0,34.38,14.23,64.02,0.0,0.0,1834.0,True,False,none
PR001330,EMP0082,2026-04-05,2484.12,372.62,0.0,154.02,36.02,14.9,67.07,0.0,0.0,1921.46,True,False,none
PR001331,EMP0082,2026-04-12,2319.91,347.99,0.0,143.83,33.64,12.87,62.64,0.0,0.0,1794.45,True,False,none
PR001332,EMP0082,2026-04-19,2379.03,356.85,0.0,147.5,34.5,0.0,49.27,0.0,0.0,1840.18,True,False,none
PR001333,EMP0082,2026-04-26,2306.88,346.03,0.0,143.03,33.45,0.0,0.0,0.0,0.0,1784.37,True,False,none
PR001334,EMP0082,2026-05-03,2439.2,365.88,0.0,151.23,35.37,0.0,0.0,0.0,0.0,1886.72,True,False,none
PR001335,EMP0082,2026-05-10,2472.98,370.95,0.0,153.32,35.86,0.0,0.0,0.0,0.0,1912.85,True,False,none
PR001336,EMP0082,2026-05-17,2352.01,352.8,0.0,145.82,34.1,0.0,0.0,0.0,0.0,1819.29,True,False,none
PR001337,EMP0082,2026-05-24,2461.66,369.25,0.0,152.62,35.69,0.0,0.0,0.0,0.0,1904.1,True,False,none
PR001338,EMP0082,2026-05-31,2354.32,353.15,0.0,145.97,34.14,0.0,0.0,0.0,0.0,1821.06,True,False,none
PR001339,EMP0082,2026-06-07,2471.6,370.74,0.0,153.24,35.84,0.0,0.0,0.0,0.0,1911.78,True,False,none
PR001340,EMP0082,2026-06-14,2441.87,366.28,0.0,151.4,35.41,0.0,0.0,0.0,0.0,1888.78,True,False,none
PR001341,EMP0082,2026-06-21,2451.53,367.73,0.0,151.99,35.55,0.0,0.0,0.0,0.0,1896.26,True,False,none
PR001342,EMP0082,2026-06-28,2302.33,345.35,0.0,142.74,33.38,0.0,0.0,0.0,0.0,1780.86,True,False,none
PR001343,EMP0082,2026-07-05,2481.46,372.22,0.0,153.85,35.98,0.0,0.0,0.0,0.0,1919.41,True,False,none
PR001344,EMP0082,2026-07-12,2436.69,365.5,0.0,151.07,35.33,0.0,0.0,0.0,0.0,2010.98,True,True,net_pay_mismatch
PR001345,EMP0082,2026-07-19,2456.17,368.43,0.0,152.28,35.61,0.0,0.0,0.0,0.0,1899.85,True,False,none
PR001346,EMP0082,2026-07-26,2352.29,352.84,0.0,145.84,34.11,0.0,0.0,0.0,0.0,1819.5,True,False,none
PR001347,EMP0082,2026-08-02,2464.39,369.66,0.0,152.79,35.73,0.0,0.0,0.0,0.0,1906.21,True,False,none
PR001348,EMP0082,2026-08-09,2320.26,348.04,0.0,143.86,33.64,0.0,0.0,0.0,0.0,1794.72,True,False,none
